,Date,Open,High,Low,Close,Volume,Predicted Price
1232,2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,84442700,170.2064
1233,2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,146691400,169.81784
1234,2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,128138200,169.40309
1235,2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,124705400,170.31781
1236,2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,114311700,170.8375
1237,2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,87830100,173.62512
1238,2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,79471000,172.00247
1239,2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,68402200,171.54193
1240,2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,85859100,168.6569
1241,2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000,170.53632
1242,2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,77033700,170.31512
1243,2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,70433700,170.95113
1244,2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,113224000,170.39397
1245,2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,88512300,169.87794
1246,2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,85250900,171.69014
1247,2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,99136600,175.56021
1248,2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,61758300,171.79936
1249,2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,64522000,172.60568
1250,2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,86464700,175.00879
1251,2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,75981900,174.08434
1252,2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,74732300,172.52277
1253,2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,88194300,175.90059
1254,2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,109180200,174.29773
1255,2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,164762400,173.75505
1256,2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,97943200,175.69185
1257,2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,80321400,175.5188
